cl010106284;"Tasse et soucoupe en porcelaine";;"1700 / 1800  (XVIIIe siècle)";"R 1141";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106288;"Pot à lait à couvercle mobile, d'un service de quatre pièces (avec R 1148 à R 1150)";;"1700 / 1800  (XVIIIe siècle)";"R 1147";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106289;"Tasse à café d'un service de quatre pièces (avec R 1147 à R 1150)";;"1700 / 1800  (XVIIIe siècle)";"R 1148";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106293;"Soucoupe qui va avec la tasse R 1225";;"1700 / 1800  (XVIIIe siècle)";"R 1153";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106295;"Tasse à café";"Chine - atelier de Canton";"1760 / 1780  (XVIIIe siècle)";"R 1155";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106300;"Théière d'un service à thé et à café de dix-huit pièces (R 1160 à 1172)";Anonyme;"vers 1800";"R 1160";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106301;"Boîte à thé d'un service à thé et à café de dix-huit pièces (R 1160 à 1172)";;"1700 / 1800  (XVIIIe siècle)";"R 1161";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106307;"Tasse et soucoupe d'une série, d'un service à thé et à café de dix-huit pièces (avec R 1160 à R 1172)";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 1167";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106309;"Tasse à café et soucoupe d'une série de cinq ; d'un service à thé et à café de dix-huit pièces (R 1160 à 1172)";;"1700 / 1800  (XVIIIe siècle)";"R 1169";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106310;"Tasse à café et soucoupe d'une série de cinq ; d'un service à thé et à café de dix-huit pièces (R 1160 à 1172) Chine, époque Yong Tcheng";;"1700 / 1800  (XVIIIe siècle)";"R 1170";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106311;"Tasse à café et soucoupe d'une série de cinq ; d'un service à thé et à café de dix-huit pièces (R 1160 à 1172)";;"1700 / 1800  (XVIIIe siècle)";"R 1171";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106313;"Théière d'un service à thé et à café de dix-huit pièces (R 1173 à 1191)";"Chine, atelier de Jingdezhen";"vers 1735";"R 1173";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106320;"Tasse d'un service à thé et à café de dix-huit pièces (R 1173 à 1191)";"Chine, atelier de Jingdezhen";"vers 1735";"R 1180";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106322;"Tasse à thé d'un service à thé et à café de dix-huit pièces (R 1173 à 1191)";"Chine, atelier de Jingdezhen";"vers 1735";"R 1182";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106323;"Tasse à thé d'un service à thé et à café de dix-huit pièces (R 1173 à 1191)";"Chine, atelier de Jingdezhen";"vers 1735";"R 1183";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106324;"Tasse à thé d'un service à thé et à café de dix-huit pièces (R 1173 à 1191).";"Chine, atelier de Jingdezhen";"vers 1735";"R 1184";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106326;"Tasse à café avec soucoupe, d'un service à thé et à café de dix-huit pièces (R 1173 à 1191)";"Chine, atelier de Jingdezhen";"vers 1735";"R 1186";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106329;"Tasse à café avec soucoupe, d'un service à thé et à café de dix-huit pièces (R 1173 à 1191)";"Chine, atelier de Jingdezhen";"vers 1735";"R 1189";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106330;"Tasse à café avec soucoupe, d'un service à thé et à café de dix-huit pièces (R 1173 à 1191)";"Chine, atelier de Jingdezhen";"vers 1735";"R 1190";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106332;"Vase en forme de cornet de type Gu";;"1700 / 1800  (XVIIIe siècle)";"R 1193";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106337;"Bol d'un service à thé et à café de dix pièces (R 1198 à 1207)";;"1800 / 1900  (XIXe siècle)";"R 1199";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106338;"Tasse à thé et soucoupe, d'une série de trois (R 1201 et R 1203)";"Chine - atelier de Canton";"1740 / 1760  (XVIIIe siècle)";"R 1200";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106339;"Tasse à thé et soucoupe d'une série de trois (R 1200 et R 1203)";"Chine - atelier de Canton";"1740 / 1760  (XVIIIe siècle)";"R 1201";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106340;"Tasse à thé et soucoupe, d'une série de trois (R 1200, R 1201)";"Chine - atelier de Canton";"1740 / 1760  (XVIIIe siècle)";"R 1203";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106343;"Tasse et soucoupe d'un service à thé et à café de dix pièces (R 1198 à 1207)";;"1800 / 1900  (XIXe siècle)";"R 1206";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106344;"Tasse à café et sa soucoupe d'un service à thé et à café de dix pièces (R 1198 à 1207)";;"1800 / 1900  (XIXe siècle)";"R 1207";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106345;"Théière d'un service à thé et à café de douze pièces (R 1208 à 1219)";;;"R 1208";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106351;"Tasse à thé avec soucoupe mais sans couvercle, d'un service à thé et à café de douze pièces (R 1208 à 1219)";;"1700 / 1800  (XVIIIe siècle)";"R 1215";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106357;"Tasse avec soucoupe d'un service de trois pièces (R 1220 à 1223)";;"1700 / 1800  (XVIIIe siècle)";"R 1222";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106358;"Tasse avec soucoupe d'un service de trois pièces (R 1220 à 1223)";;"1700 / 1800  (XVIIIe siècle)";"R 1223";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106359;Tasse;;"1700 / 1800  (XVIIIe siècle)";"R 1225";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106362;"Tasse et soucoupe du même service que la soucoupe R 1226";"Chine - atelier de Canton";"1760 / 1780  (XVIIIe siècle)";"R 1228";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106365;"Tasse et soucoupe";;"1800 / 1900  (XIXe siècle)";"R 1231";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010106445;"Petite plaque rectangulaire en jade, à fleurs en relief";;"1800 / 1900  (XIXe siècle)";"R 1346";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010106450;"Boîte ronde d'une paire (avec R 1352)";;"1800 / 1900  (XIXe siècle)";"R 1353";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010106451;"Coupe en jade gravée de chrysanthèmes, à deux anses formées par des lotus avec anneaux";;"1800 / 1900  (XIXe siècle)";"R 1354";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010106452;"Coupe en jade de forme circulaire, sur pied bas, deux fleurs en relief formant anses";;"1800 / 1900  (XIXe siècle)";"R 1355";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010106467;"Coupe ronde sur pied bas";Anonyme;"1800 / 1900  (XIXe siècle)";"R 1382";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010106474;"Coupe (cendrier), d'un ensemble avec R 1396";;"1800 / 1900  (XIXe siècle)";"R 1395";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010106481;"Coupe d'une série de huit (R 1404 à 1411)";Anonyme;"1700 / 1800  (XVIIIe siècle [?])";"R 1409";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010107459;"Vase d'une paire (OA 5487 2)";Chine;;"OA 5487 1";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010109396;"Petit flacon tabatière, de forme cylindrique";;;"TH 451";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010109397;"Plat rond rond et creux";"Chine, atelier de Jingdezhen";"1723 / 1735  (2e tiers du XVIIIe siècle)";"TH 454";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010109399;"Petite coupe oblongue";;;"TH 460";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010109581;"Compartiment intérieur de vase";Chine;"après 1775";"TH 312";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010109617;"Tasse, d'un ensemble de quatre (TH 493 à 496)";;;"TH 494";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010109619;"Tasse à thé avec soucoupe en porcelaine ""coquille d'oeuf"" d'un ensemble de trois (TH 497 à 499), d'un service (TH 497 à 504)";"Chine - atelier de Canton";"1730 / 1735  (XVIIIe siècle)";"TH 498";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010109628;"Tasse à thé avec soucoupe en porcelaine ""coquille d'oeuf""";"Chine - atelier de Canton";"1730 / 1735  (XVIIIe siècle [?])";"TH 511";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010109634;"Assiette d'échantillon, d'un ensemble de dix-sept (TH 519 à 535)";;;"TH 522";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010109642;"Assiette coquille d'oeuf ""ruby back"" décorée d'une mère et de ses garçons";"Ateliers de Jingdezehn ou de Canton (Chine)";"vers 1730";"TH 536";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010109645;"Assiette, d'un ensemble de trois (TH 541 à 543)";;;"TH 541";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010109648;"Petit plat ovale, d'un ensemble de quatre (TH 544 à 547)";"Chine - atelier de Canton";"1775 / 1785  (XVIIIe siècle)";"TH 544";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010109650;"Petit plat ovale, d'un ensemble de quatre (TH 544 à 547)";"Chine - atelier de Canton";"1775 / 1785  (XVIIIe siècle)";"TH 546";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010109652;"Tasse haute à anse et soucoupe (TH 548 à 550)";"Chine - atelier de Canton";"1787 / 1790  (XVIIIe siècle)";"TH 550";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010110124;"Soucoupe, d'une série de douze (R 946 à 957)";;;"R 955";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010111998;"Rouleau: Immortels dans un paysage";Chine;"1800 / 1900  (XIXe siècle)";"TH 283";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010112003;"Vase bouteille à décor de phénix";Chine;"après 1760";"TH 336";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010112147;"Coupe en jade à deux cases rondes dont les circonférences interfèrent entre elles";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 181";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010112148;"Petit vase en jade avec couvercle";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 193";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010112567;"Soucoupe, d'une série de douze (R 946 à 957)";;;"R 953";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010113038;"Grand vase balustre en émail cloisonné à décor de fleurs blanches et rouges sur fond bleu";Anonyme;"1700 / 1800  (XVIIIe siècle)";"OAR 654";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";MNR
cl010113878;"Bol en jade vert clair";;"1800 / 1900  (XIXe siècle)";"R 1367";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010113882;"Petite boîte ronde en jade, à trois pieds bas";;"1800 / 1900  (XIXe siècle)";"R 1356";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010114519;"Vase céladon";Anonyme;;"OA 5698; OA 6612";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), Musée national des Arts asiatiques - Guimet";
cl010114682;"Potiche à couvercle, d'un service à thé et à café de douze pièces (avec R 1208 à R 1219)";Anonyme;;"R 1210";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010114684;"Assiette d'échantillon en porcelaine ""coquille d'oeuf""";"Chine - atelier de Canton";"1730 / 1735  (XVIIIe siècle)";"TH 487";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010114685;"Soucoupe d'un service de quatre pièces (avec R 1147 à R 1150)";;"1700 / 1800  (XVIIIe siècle)";"R 1150";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010114687;"Assiette en porcelaine de Chine";;"1700 / 1800  (XVIIIe siècle)";"R 1055";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010114691;"Assiette à revers rubis";;"1700 / 1800  (XVIIIe siècle)";"R 1095";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010115100;"Petite coupe à anse";;;"TH 518";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010115118;"Assiette porcelaine coquille d'oeuf Chine, époque Young-Tcheng, 1732-1734";;"1700 / 1800  (XVIIIe siècle)";"R 1023";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010115122;"Assiette en porcelaine";;"1735 / 1796  (XVIIIe siècle)";"R 1111";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010115123;"Assiette en porcelaine";;;"R 1126";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010115222;"Petit vase en forme de balustre";;;"TH 453";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010115223;"Petit flacon tabatière, de forme cylindrique à bouchon sphérique";;;"TH 452";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010115227;"Petit plat ovale, d'un ensemble de quatre (TH 544 à 547)";"Chine - atelier de Canton";"1775 / 1785  (XVIIIe siècle)";"TH 547";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010115228;"Assiette d'échantillon, d'un ensemble de dix-sept (TH 519 à 535)";;;"TH 533";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010115229;"Assiette d'échantillon, d'un ensemble de dix-sept (TH 519 à 535)";;;"TH 535";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010115231;"Assiette d'échantillon, d'un ensemble de dix-sept (TH 519 à 535)";;;"TH 519";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine (?)";"non exposé";
cl010116145;"Vase cornet";Anonyme;"1800 / 1900  (XIXe siècle)";"TH 295";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010116179;"Coupe en agate à décor de fleurs se poursuivant pour former l'anse";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 145";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116183;"Vase en jade à couvercle, à deux anses et panse aplatie ; socle ovale mouluré";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 175";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116186;"Double vase en jade vert pâle";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 123";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116236;"Petite coupe en jade vert pâle";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 131";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116538;"Sceptre, d'un ensemble de quatre (R 189 à R 192)";Anonyme;"1700 / 1800  (XVIIIe siècle)";"R 191";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116668;"Boîte ronde d'une paire (avec R 1353)";;"1800 / 1900  (XIXe siècle)";"R 1352";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116670;"Bol de forme ronde en jade gris, gravé et doré de monstres et de nuages";;"1800 / 1900  (XIXe siècle)";"R 1377";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116671;"Tasse et soucoupe en jade cotelé beige";;"1800 / 1900  (XIXe siècle)";"R 1469";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116681;"Petit étui à cachet en bronze émaillé cloisonné";;"1800 / 1900  (XIXe siècle)";"R 1512";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116685;"Sceptre d'une paire (avec R 1339)";;"1800 / 1900  (XIXe siècle)";"R 1340";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010116690;"Petite coupe en porcelaine coquille d'oeuf";;;"R 1020";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010116925;"Tasse et soucoupe en porcelaine";;"1700 / 1800  (XVIIIe siècle)";"R 1140";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Paris (France), FNAGP - Fondation Salomon de Rothschild";
cl010117269;"Vase balustre à décor de scènes de cour";"Chine, atelier de Jingdezhen";"1685 / 1715  (Fin du XVIIe siècle - début du XVIIIè siècle)";"TH 469";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010117372;"Potiche, d'une paire (TH 448).";Anonyme;"1800 / 1900  (XIXe siècle)";"TH 447";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"Napoléon, Salle 001 - Expositions temporaires Hall Napoléon";
cl010117397;"Cuvette ovale, à bords festonnés et à moulure";;;"TH 552";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";
cl010118135;"Panneau d'une suite de six (OAR 494 A à F) peints à décor chinois";Anonyme;"1785 / 1800  (Fin du XVIIIe siècle)";"OAR 494 B";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";MNR
cl010118136;"Panneau d'une suite de six (OAR 494 A à F) peints à décor chinois";Anonyme;"1785 / 1800  (Fin du XVIIIe siècle)";"OAR 494 C";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";MNR
cl010118137;"Panneau d'une suite de six (OAR 494 A à F) peints à décor chinois";Anonyme;"1785 / 1800  (Fin du XVIIIe siècle)";"OAR 494 D";"Département des Objets d'art du Moyen Age, de la Renaissance et des temps modernes";"Lieu de création : Chine";"non exposé";MNR
cl020039613;"Etude d'homme allongé sur le sol et se relevant";"PATER Jean-Baptiste Valenciennes";;"RF 31849, Recto; Inv. français, t. XIII 919; vol.27, p.80";"Département des Arts graphiques";;"Petit format";
cl020132718;"Deux personnages de Chine";"ANONYME FRANCAIS XIXè s";;"RF 22829, 13; vol.24, p.396";"Département des Arts graphiques";;"Réserve des petits albums, Album Ecole française XIXeme siècle -3-, Folio 7, dessiné au recto";
cl020559741;"""La combat de Tonguzluq""";"SAINT-AUBIN Augustin de";"vers 1765";"27462 LR/ Recto; 15123; vol.8, p.63";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559743;"""On force le camp (établi) à Gädän-Öla""";"LE BAS Jacques Philippe";"Vers 1765";"27464 LR/ Recto; 15124; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559744;"""On force le camp (établi) à Gädän-Öla""";"LE BAS Jacques Philippe";"Vers 1765";"27465 LR/ Recto; 15124; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559745;"""[L'Empereur se rend] dans la banlieue pour prendre [personnellement] des nouvelles des officiers et soldats qui se sont distingués dans la campagne contre les tribus musulmanes""";"NEE François Denis";"Vers 1765";"27466 LR/ Recto; 15125; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559746;"""[L'Empereur se rend] dans la banlieue pour prendre [personnellement] des nouvelles des officiers et soldats qui se sont distingués dans la campagne contre les tribus musulmanes""";"NEE François Denis";"Vers 1765";"27467 LR/ Recto; 15126; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559749;"""La grande victoire de Qurnam""";"SAINT-AUBIN Augustin de";"Vers 1765";"27470 LR/ Recto; 15127; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559750;"""On reçoit la soumission de l'Illi""";"PREVOST Benoît Louis";"Vers 1765";"27471 LR/ Recto; 15128; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559751;"""On reçoit la soumission de l'Illi""";"PREVOST Benoît Louis";"Vers 1765";"27472 LR/ Recto; 15128; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559753;"""Le combat d'Oroï-jalatu""";"LE BAS Jacques Philippe";"vers 1765";"27474 LR/ Recto; 15129; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559760;"""Le chef d'Us(Turfan) se soumet avec sa ville""";"CHOFFARD Pierre-Philippe";"vers 1765";"27481 LR/ Recto; 15133; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
cl020559763;"""La Victoire de Khorgos""";"LE BAS Jacques Philippe";"vers 1765";"27484 LR/ Recto; 15134; vol.8, p.64";"Département des Arts graphiques";;"Réserve Edmond de Rothschild";
